Source IP,Destination IP,Date,Total Flow Duration,Total Forward Packets,Average Flow Duration,StdDev Flow Duration,Average Forward Packets,StdDev Forward Packets
192.168.20.43,44.197.48.34,2022-07-10,25139611828.00,1113,25139611828.00,0.00,1113.00,0.00
192.168.20.43,3.211.221.42,2022-03-11,1215420988.00,154,1215420988.00,0.00,154.00,0.00
192.168.20.43,143.204.231.58,2022-02-11,100322963.00,413,98994195.50,1328767.50,238.00,175.00
3.136.46.116,192.168.20.48,2022-07-10,32703.00,4,32703.00,0.00,4.00,0.00
192.168.20.43,52.216.131.27,2022-02-11,9160594.00,323,9160594.00,0.00,323.00,0.00
108.137.188.162,192.168.20.48,2022-03-11,3960.00,3,3960.00,0.00,3.00,0.00
143.204.231.122,192.168.20.43,2022-02-11,1775.00,1,1775.00,0.00,1.00,0.00
192.168.20.48,18.163.70.120,2022-03-11,1389111.00,21,1389111.00,0.00,21.00,0.00
192.168.20.43,54.164.103.224,2022-07-10,96882246.00,42,96882246.00,0.00,42.00,0.00
192.168.20.48,52.46.155.120,2022-03-11,879696.00,17,879696.00,0.00,17.00,0.00
192.168.20.45,54.183.77.141,2022-03-11,61518421563.00,5448,32112897532.00,29405524031.00,2844.00,2604.00
192.168.20.43,8.8.4.4,2022-03-11,12550.00,1,12766.00,216.00,1.00,0.00
192.168.20.43,143.204.217.144,2022-02-11,421581004.00,185,241147330.00,180433674.00,129.50,55.50
192.168.20.43,3.5.16.151,2022-03-11,8685000.00,225,8685000.00,0.00,225.00,0.00
192.168.20.48,54.251.207.146,2022-07-10,5744575.00,124,5744575.00,0.00,124.00,0.00
192.168.20.43,54.231.200.33,2022-02-11,9821085.00,333,9821085.00,0.00,333.00,0.00
192.168.20.19,120.25.115.20,2022-03-11,4674267.00,18,2465608.00,2208659.00,9.50,8.50
209.54.180.63,192.168.20.43,2022-01-11,18642.00,3,11363.50,7278.50,3.00,0.00
192.168.20.48,54.92.128.108,2022-03-11,1694146.00,43,1694146.00,0.00,43.00,0.00
13.54.168.82,192.168.20.48,2022-03-11,1241.00,1,1241.00,0.00,1.00,0.00
192.168.20.43,52.46.133.103,2022-03-11,1104477.00,30,1104477.00,0.00,30.00,0.00
192.168.20.48,44.198.224.47,2022-03-11,23680863.00,621,23680863.00,0.00,621.00,0.00
54.162.217.75,192.168.20.48,2022-02-11,633300.00,6,633300.00,0.00,6.00,0.00
192.168.20.43,34.195.175.66,2022-03-11,112691964.00,53,112691964.00,0.00,53.00,0.00
192.168.20.48,18.159.178.100,2022-07-10,149187.00,17,149187.00,0.00,17.00,0.00
13.245.125.189,192.168.20.48,2022-03-11,983375.00,11,983375.00,0.00,11.00,0.00
34.236.178.92,192.168.20.48,2022-03-11,63452.00,4,63452.00,0.00,4.00,0.00
54.161.46.108,192.168.20.48,2022-02-11,82194.00,2,82194.00,0.00,2.00,0.00
192.168.20.48,52.46.155.112,2022-02-11,1908968.00,38,1908968.00,0.00,38.00,0.00
192.168.20.48,34.236.178.92,2022-03-11,4116060.00,84,4116060.00,0.00,84.00,0.00
192.168.20.43,54.81.90.27,2022-07-10,96921692.00,47,96921692.00,0.00,47.00,0.00
192.168.20.48,52.46.128.145,2022-02-11,788740.00,14,788740.00,0.00,14.00,0.00
192.168.20.48,54.242.245.104,2022-01-11,1873235.00,44,1873235.00,0.00,44.00,0.00
192.168.20.48,44.234.113.198,2022-02-11,1342396.00,21,1342396.00,0.00,21.00,0.00
192.168.20.43,13.225.38.171,2022-03-11,1993273114.00,1287,1163773148.00,829499966.00,770.00,517.00
192.168.20.48,3.111.75.244,2022-07-10,2000981.00,71,2000981.00,0.00,71.00,0.00
13.48.240.79,192.168.20.48,2022-07-10,3391.00,3,3391.00,0.00,3.00,0.00
192.168.20.42,192.168.20.1,2022-03-11,41447852408.00,2597,21669032135.50,19778820272.50,1361.00,1236.00
3.131.113.177,192.168.20.43,2022-02-11,4474.00,4,4474.00,0.00,4.00,0.00
192.168.20.43,54.239.37.187,2022-02-11,442022.00,21,442022.00,0.00,21.00,0.00
34.250.50.152,192.168.20.48,2022-03-11,100403.00,5,100403.00,0.00,5.00,0.00
192.168.20.43,52.216.92.91,2022-02-11,8790566.00,302,8790566.00,0.00,302.00,0.00
192.168.20.43,52.222.175.205,2022-07-10,60467810.00,37,60492980.50,25170.50,77.50,40.50
192.168.20.43,3.92.103.73,2022-03-11,103485016.00,312,103485016.00,0.00,312.00,0.00
192.168.20.20,18.200.177.60,2022-03-11,21889628320.00,1438,21889628320.00,0.00,1438.00,0.00
52.94.217.61,192.168.20.43,2022-03-11,1056.00,1,1056.00,0.00,1.00,0.00
192.168.20.43,34.232.93.236,2022-03-11,32064737.00,198,18134313.00,13930424.00,114.50,83.50
192.168.20.48,52.46.158.193,2022-03-11,888852.00,17,888852.00,0.00,17.00,0.00
192.168.20.43,52.46.138.21,2022-02-11,458563.00,12,458563.00,0.00,12.00,0.00
192.168.20.48,52.222.165.187,2022-03-11,1272277.00,74,1272277.00,0.00,74.00,0.00
192.168.20.43,52.222.198.143,2022-07-10,60895233.00,18,60895233.00,0.00,18.00,0.00
192.168.20.45,239.255.255.250,2022-02-11,2729919420.00,840,32236626992.50,29506707572.50,9935.50,9095.50
192.168.20.48,35.173.74.42,2022-03-11,789411.00,35,789411.00,0.00,35.00,0.00
130.211.135.74,192.168.20.10,2022-02-11,5355261.00,15,5355261.00,0.00,15.00,0.00
3.37.12.80,192.168.20.48,2022-06-10,1433.00,1,2145.50,712.50,1.50,0.50
34.203.4.32,192.168.20.48,2022-03-11,10852.00,2,10852.00,0.00,2.00,0.00
192.168.20.19,224.0.0.22,2022-03-11,362513582.00,1356,190879487.50,171634094.50,708.00,648.00
192.168.20.48,54.207.10.176,2022-02-11,1525134.00,17,4305508.50,2780374.50,47.00,30.00
192.168.20.19,34.117.13.189,2022-02-11,2906916780.00,161,33799872324.50,30892955544.50,1995.50,1834.50
13.225.29.201,192.168.20.43,2022-03-11,17099.00,4,9877.50,7221.50,2.50,1.50
142.250.178.138,192.168.20.42,2022-02-11,1706.00,3,908.00,798.00,2.50,0.50
52.48.186.165,192.168.20.19,2022-02-11,24248.00,53,12811.00,11437.00,28.00,25.00
192.168.20.48,3.109.222.145,2022-07-10,1481804.00,54,1481804.00,0.00,54.00,0.00
13.40.227.239,192.168.20.48,2022-07-10,3270.00,3,3270.00,0.00,3.00,0.00
192.168.20.43,52.46.133.115,2022-03-11,94468753.00,18,94468753.00,0.00,18.00,0.00
54.78.149.94,192.168.20.43,2022-02-11,223.00,2,223.00,0.00,2.00,0.00
192.168.20.43,143.204.231.23,2022-02-11,2823051.00,6,2823051.00,0.00,6.00,0.00
13.225.29.131,192.168.20.43,2022-03-11,60093093.00,16,30048598.00,30044495.00,8.50,7.50
18.216.180.71,192.168.20.48,2022-03-11,441373.00,8,441373.00,0.00,8.00,0.00
192.168.20.19,54.171.25.87,2022-03-11,287798916.00,778,154610581.00,133188335.00,418.00,360.00
192.168.20.43,13.225.37.89,2022-01-11,60223559.00,70,60223559.00,0.00,70.00,0.00
192.168.20.48,205.251.206.22,2022-03-11,14321734.00,329,14321734.00,0.00,329.00,0.00
192.168.20.43,52.216.1.240,2022-02-11,82676257.00,309,82676257.00,0.00,309.00,0.00
13.246.0.149,192.168.20.48,2022-03-11,679846.00,4,358094.00,321752.00,3.50,0.50
192.168.20.19,108.128.53.179,2022-03-11,8238880144.00,2221,4301656121.00,3937224023.00,1159.00,1062.00
34.117.13.189,192.168.20.19,2022-07-10,419.00,1,419.00,0.00,1.00,0.00
192.168.20.43,3.237.53.195,2022-03-11,22471945.00,150,22471945.00,0.00,150.00,0.00
192.168.20.43,52.94.241.146,2022-02-11,71785428.00,33,71785428.00,0.00,33.00,0.00
192.168.20.48,34.204.236.57,2022-03-11,1978982.00,46,1978982.00,0.00,46.00,0.00
15.160.45.52,192.168.20.48,2022-07-10,20219.00,5,11927.50,8291.50,3.00,2.00
192.168.20.43,3.5.16.186,2022-07-10,8495268.00,44,8495268.00,0.00,44.00,0.00
52.222.175.76,192.168.20.48,2022-06-10,8732.00,4,23960.50,15228.50,24.50,20.50
192.168.20.42,216.239.35.12,2022-03-11,196471.00,16,110560.00,85911.00,9.00,7.00
192.168.20.43,3.212.27.131,2022-03-11,557593324.00,70,557593324.00,0.00,70.00,0.00
192.168.20.43,54.70.5.180,2022-03-11,126472103.00,188,126472103.00,0.00,188.00,0.00
216.58.213.74,192.168.20.42,2022-02-11,3453.00,1,3453.00,0.00,1.00,0.00
13.246.174.39,192.168.20.48,2022-03-11,830387.00,5,830387.00,0.00,5.00,0.00
192.168.20.18,52.50.177.170,2022-02-11,597703.00,12,597703.00,0.00,12.00,0.00
192.168.20.48,13.246.0.149,2022-03-11,2054920.00,37,2418567.00,363647.00,39.00,2.00
151.101.62.248,192.168.20.42,2022-03-11,3662.00,6,3662.00,0.00,6.00,0.00
52.222.175.76,192.168.20.43,2022-06-10,539750506.00,24,2668698167.50,2128947661.50,116.00,92.00
44.237.137.84,192.168.20.48,2022-06-10,1120.00,1,2460.00,1340.00,2.00,1.00
192.168.20.19,54.170.25.88,2022-07-10,62511.00,6,62511.00,0.00,6.00,0.00
52.46.129.152,192.168.20.43,2022-07-10,1288.00,2,1288.00,0.00,2.00,0.00
192.168.20.48,13.41.22.196,2022-07-10,649076.00,106,389885.50,259190.50,62.00,44.00
192.168.20.43,52.84.174.18,2022-07-10,30035203.00,6,30035203.00,0.00,6.00,0.00
54.70.5.180,192.168.20.43,2022-03-11,6103.00,1,6103.00,0.00,1.00,0.00
192.168.20.43,44.227.96.221,2022-03-11,61573454.00,146,61573454.00,0.00,146.00,0.00
192.168.20.10,162.159.200.123,2022-02-11,49629.00,5,49629.00,0.00,5.00,0.00
192.168.20.48,54.173.93.68,2022-03-11,2898932.00,58,2898932.00,0.00,58.00,0.00
54.173.93.68,192.168.20.48,2022-03-11,246512.00,4,246512.00,0.00,4.00,0.00
192.168.20.19,239.255.255.250,2022-02-11,2440569296.00,432,28442041854.00,26001472558.00,5052.00,4620.00
192.168.20.48,18.205.68.150,2022-03-11,76868.00,1,76868.00,0.00,1.00,0.00
192.168.20.48,52.119.198.186,2022-07-10,421673.00,14,421673.00,0.00,14.00,0.00
192.168.20.43,52.46.155.15,2022-03-11,1048609.00,39,1048609.00,0.00,39.00,0.00
192.168.20.43,18.223.154.90,2022-02-11,3093536.00,4,3093536.00,0.00,4.00,0.00
192.168.20.43,54.231.201.177,2022-02-11,32499192.00,322,32499192.00,0.00,322.00,0.00
192.168.20.43,3.227.176.159,2022-02-11,56760429.00,10,419220860.00,362460431.00,54.00,44.00
176.32.99.246,192.168.20.43,2022-07-10,7485.00,1,7485.00,0.00,1.00,0.00
52.218.40.120,192.168.20.48,2022-03-11,227605.00,5,227605.00,0.00,5.00,0.00
192.168.20.43,205.251.242.2,2022-02-11,3105246.00,83,3105246.00,0.00,83.00,0.00
192.168.20.43,44.193.236.65,2022-03-11,25993558.00,39,25993558.00,0.00,39.00,0.00
35.171.216.243,192.168.20.48,2022-03-11,1219.00,1,1219.00,0.00,1.00,0.00
18.214.180.6,192.168.20.43,2022-02-11,81.00,2,81.00,0.00,2.00,0.00
192.168.20.43,44.199.138.71,2022-07-10,25782920.00,43,25782920.00,0.00,43.00,0.00
52.94.242.236,192.168.20.48,2022-02-11,290174.00,3,290174.00,0.00,3.00,0.00
192.168.20.48,54.157.203.98,2022-03-11,7136822.00,191,3817276.00,3319546.00,104.00,87.00
18.214.180.6,192.168.20.48,2022-02-11,1995514.00,29,2170791.00,175277.00,45.50,16.50
54.76.219.197,192.168.20.19,2022-01-11,1390.00,3,10398.50,9008.50,22.50,19.50
192.168.20.48,209.54.179.232,2022-01-11,911914.00,16,911914.00,0.00,16.00,0.00
192.168.20.43,52.217.204.32,2022-03-11,8441618.00,54,8441618.00,0.00,54.00,0.00
192.168.20.48,43.201.125.242,2022-03-11,9498238.00,90,9498238.00,0.00,90.00,0.00
192.168.20.43,3.138.146.207,2022-02-11,1015676.00,2,1015676.00,0.00,2.00,0.00
192.168.20.48,18.230.114.81,2022-07-10,1709615.00,36,1709615.00,0.00,36.00,0.00
157.175.241.61,192.168.20.48,2022-03-11,308011.00,6,154979.50,153031.50,3.50,2.50
192.168.20.40,255.255.255.255,2022-03-11,4984974193.00,165,4984974193.00,0.00,165.00,0.00
52.50.86.158,192.168.20.19,2022-07-10,453.00,1,453.00,0.00,1.00,0.00
192.168.20.48,13.225.31.129,2022-03-11,56213646.00,1462,29247720.00,26965926.00,771.00,691.00
209.54.183.240,192.168.20.43,2022-03-11,1454.00,3,1454.00,0.00,3.00,0.00
52.212.160.211,192.168.20.43,2022-07-10,3481.00,1,3481.00,0.00,1.00,0.00
192.168.20.43,18.66.136.78,2022-02-11,301902.00,18,301902.00,0.00,18.00,0.00
3.33.134.16,192.168.20.48,2022-02-11,226265.00,3,226265.00,0.00,3.00,0.00
192.168.20.48,35.76.66.254,2022-07-10,12405069.00,210,12405069.00,0.00,210.00,0.00
192.168.20.48,176.32.101.122,2022-02-11,760376.00,15,760376.00,0.00,15.00,0.00
192.168.20.43,54.166.21.152,2022-03-11,13112555.00,18,13112555.00,0.00,18.00,0.00
192.168.20.43,143.204.226.92,2022-03-11,60093071.00,53,60093071.00,0.00,53.00,0.00
54.195.209.68,192.168.20.48,2022-03-11,17591.00,2,9340.00,8251.00,1.50,0.50
192.168.20.48,3.24.199.219,2022-07-10,3433240.00,54,3433240.00,0.00,54.00,0.00
192.168.20.43,52.73.50.224,2022-03-11,124145409.00,268,124145409.00,0.00,268.00,0.00
192.168.20.43,52.72.244.88,2022-02-11,96147693.00,26,96147693.00,0.00,26.00,0.00
52.207.104.123,192.168.20.48,2022-03-11,556144.00,2,556144.00,0.00,2.00,0.00
3.111.75.244,192.168.20.48,2022-07-10,4941.00,4,4941.00,0.00,4.00,0.00
52.84.174.66,192.168.20.43,2022-07-10,1897.00,1,1897.00,0.00,1.00,0.00
15.222.117.194,192.168.20.48,2022-07-10,34410.00,4,34410.00,0.00,4.00,0.00
52.46.136.110,192.168.20.43,2022-03-11,15861.00,3,15861.00,0.00,3.00,0.00
192.168.20.42,216.239.35.0,2022-03-11,223326.00,39,223326.00,0.00,39.00,0.00
192.168.20.43,52.94.218.244,2022-03-11,8162692.00,53,8162692.00,0.00,53.00,0.00
192.168.20.48,13.48.15.205,2022-03-11,2050223.00,95,2050223.00,0.00,95.00,0.00
3.18.23.108,192.168.20.48,2022-03-11,4293.00,3,4293.00,0.00,3.00,0.00
192.168.20.43,54.236.203.228,2022-02-11,96560472.00,37,96560472.00,0.00,37.00,0.00
192.168.20.43,52.36.138.241,2022-03-11,43935310.00,106,43935310.00,0.00,106.00,0.00
192.168.20.15,52.59.40.69,2022-03-11,65940576725.00,2908,34589759451.00,31350817274.00,1519.50,1388.50
3.33.199.61,192.168.20.48,2022-03-11,208041.00,2,208041.00,0.00,2.00,0.00
192.168.20.48,52.214.227.89,2022-02-11,3098096509.00,254,10762410501.50,7664313992.50,818.00,564.00
192.168.20.43,34.234.151.208,2022-03-11,545624578.00,70,545624578.00,0.00,70.00,0.00
192.168.20.43,72.21.207.80,2022-02-11,68479040.00,18,68479040.00,0.00,18.00,0.00
192.168.20.48,209.54.181.98,2022-02-11,1909546.00,37,1909546.00,0.00,37.00,0.00
192.168.20.43,52.46.143.12,2022-02-11,562661.00,13,562661.00,0.00,13.00,0.00
192.168.20.10,8.8.8.8,2022-02-11,3605218.00,40,3605218.00,0.00,40.00,0.00
192.168.20.48,54.203.166.245,2022-03-11,4963769.00,61,4963769.00,0.00,61.00,0.00
54.232.199.45,192.168.20.48,2022-03-11,2680.00,2,2680.00,0.00,2.00,0.00
192.168.20.42,216.239.35.4,2022-03-11,107774.00,19,107774.00,0.00,19.00,0.00
192.168.20.48,52.94.224.149,2022-07-10,397358.00,11,397358.00,0.00,11.00,0.00
192.168.20.48,3.71.131.162,2022-03-11,1053578.00,70,1053578.00,0.00,70.00,0.00
192.168.20.42,216.239.35.8,2022-02-11,5681.00,1,60253.50,54572.50,10.50,9.50
192.168.20.19,52.48.186.165,2022-01-11,118387.00,15,1150556.50,1032169.50,140.00,125.00
192.168.20.48,13.246.174.39,2022-03-11,5825356.00,77,5825356.00,0.00,77.00,0.00
16.16.59.238,192.168.20.48,2022-03-11,154882.00,5,154882.00,0.00,5.00,0.00
192.168.20.43,209.54.177.157,2022-02-11,449006.00,11,449006.00,0.00,11.00,0.00
192.168.20.48,54.207.140.222,2022-07-10,3615218.00,72,3615218.00,0.00,72.00,0.00
192.168.20.43,209.54.177.154,2022-07-10,874823.00,21,874823.00,0.00,21.00,0.00
192.168.20.43,3.224.166.115,2022-03-11,31334678.00,196,31334678.00,0.00,196.00,0.00
192.168.20.43,209.54.177.153,2022-02-11,82860875.00,31,82860875.00,0.00,31.00,0.00
52.94.218.244,192.168.20.43,2022-03-11,33330.00,3,33330.00,0.00,3.00,0.00
192.168.20.43,52.46.155.112,2022-07-10,425758.00,11,425758.00,0.00,11.00,0.00
192.168.20.48,54.217.255.252,2022-07-10,617741.00,71,377968.00,239773.00,44.50,26.50
192.168.20.48,44.237.137.84,2022-07-10,2002810.00,54,1331162.00,671648.00,36.00,18.00
13.38.196.8,192.168.20.48,2022-07-10,1325.00,1,1325.00,0.00,1.00,0.00
192.168.20.43,54.242.245.104,2022-02-11,96645970.00,34,96645970.00,0.00,34.00,0.00
3.127.132.111,192.168.20.48,2022-07-10,59886.00,4,59886.00,0.00,4.00,0.00
3.28.94.159,192.168.20.48,2022-02-11,51146.00,3,51146.00,0.00,3.00,0.00
216.58.213.70,192.168.20.42,2022-03-11,1112.00,1,1112.00,0.00,1.00,0.00
13.50.30.171,192.168.20.48,2022-02-11,5205.00,4,5547.50,342.50,2.50,1.50
192.168.20.43,52.216.113.59,2022-03-11,116733196.00,322,116733196.00,0.00,322.00,0.00
216.58.201.234,192.168.20.42,2022-02-11,3995.00,6,3995.00,0.00,6.00,0.00
192.168.20.48,43.205.185.100,2022-03-11,15042078.00,174,15042078.00,0.00,174.00,0.00
13.225.33.148,192.168.20.43,2022-02-11,59954228.00,2,59954228.00,0.00,2.00,0.00
192.168.20.45,51.145.123.29,2022-07-10,29646.00,1,29646.00,0.00,1.00,0.00
192.168.20.43,52.94.236.45,2022-03-11,528128.00,32,528128.00,0.00,32.00,0.00
13.53.153.247,192.168.20.48,2022-07-10,39746.00,4,39746.00,0.00,4.00,0.00
192.168.20.43,52.95.127.117,2022-03-11,224452476.00,53,224452476.00,0.00,53.00,0.00
192.168.20.43,54.161.26.204,2022-03-11,102770112.00,241,102770112.00,0.00,241.00,0.00
192.168.20.43,44.198.41.177,2022-01-11,96147463.00,31,96147463.00,0.00,31.00,0.00
15.161.172.20,192.168.20.48,2022-07-10,1153.00,1,1153.00,0.00,1.00,0.00
192.168.20.43,100.21.0.103,2022-03-11,35455670.00,90,236510541.50,201054871.50,239.50,149.50
192.168.20.48,52.84.177.20,2022-03-11,3796839.00,80,3796839.00,0.00,80.00,0.00
192.168.20.20,52.215.192.18,2022-02-11,8141841269.00,487,8141841269.00,0.00,487.00,0.00
192.168.20.20,52.215.192.19,2022-07-10,46206660027.00,2584,25512590814.00,20694069213.00,1425.00,1159.00
192.168.20.42,172.217.18.206,2022-07-10,195488566.00,36,195488566.00,0.00,36.00,0.00
50.17.237.83,192.168.20.48,2022-02-11,39115.00,2,39115.00,0.00,2.00,0.00
192.168.20.48,13.210.43.32,2022-07-10,4555771.00,72,4555771.00,0.00,72.00,0.00
192.168.20.45,193.150.34.2,2022-03-11,9904.00,1,9904.00,0.00,1.00,0.00
192.168.20.48,52.79.118.208,2022-03-11,6314494.00,54,6314494.00,0.00,54.00,0.00
192.168.20.10,193.52.136.2,2022-02-11,139425.00,10,139425.00,0.00,10.00,0.00
192.168.20.43,35.83.21.92,2022-02-11,8647706.00,19,8647706.00,0.00,19.00,0.00
192.168.20.43,34.228.101.107,2022-02-11,95990630.00,26,95990630.00,0.00,26.00,0.00
192.168.20.48,15.236.150.135,2022-03-11,1028152.00,55,1028152.00,0.00,55.00,0.00
52.46.155.182,192.168.20.43,2022-02-11,10109.00,3,10109.00,0.00,3.00,0.00
192.168.20.43,52.94.225.227,2022-03-11,365241.00,12,365241.00,0.00,12.00,0.00
192.168.20.43,52.216.152.156,2022-03-11,120377199.00,311,120377199.00,0.00,311.00,0.00
52.46.138.235,192.168.20.48,2022-07-10,16439.00,2,16439.00,0.00,2.00,0.00
192.168.20.42,216.58.206.227,2022-07-10,215345849.00,170,215345849.00,0.00,170.00,0.00
192.168.20.48,54.164.163.115,2022-03-11,36967136.00,1000,36967136.00,0.00,1000.00,0.00
192.168.20.48,52.119.198.2,2022-07-10,473121.00,13,473121.00,0.00,13.00,0.00
192.168.20.48,35.78.40.250,2022-07-10,4998966.00,90,4998966.00,0.00,90.00,0.00
52.222.145.55,192.168.20.48,2022-02-11,1758.00,3,1758.00,0.00,3.00,0.00
54.239.38.89,192.168.20.43,2022-02-11,1053.00,1,1053.00,0.00,1.00,0.00
192.168.20.43,209.54.178.166,2022-03-11,455079.00,11,455079.00,0.00,11.00,0.00
172.217.18.206,192.168.20.42,2022-07-10,2130.00,2,2130.00,0.00,2.00,0.00
52.95.126.126,192.168.20.43,2022-03-11,2902.00,1,2902.00,0.00,1.00,0.00
192.168.20.48,34.226.101.100,2022-07-10,2019410.00,89,2019410.00,0.00,89.00,0.00
52.222.145.55,192.168.20.43,2022-03-11,119927669.00,4,119927669.00,0.00,4.00,0.00
192.168.20.43,52.217.75.108,2022-02-11,9116541.00,310,9116541.00,0.00,310.00,0.00
192.168.20.48,34.231.63.97,2022-02-11,1871461.00,45,1871461.00,0.00,45.00,0.00
192.168.20.42,216.58.206.238,2022-03-11,2852330454.00,739,2852330454.00,0.00,739.00,0.00
192.168.20.48,15.184.2.25,2022-06-10,400885.00,18,1194400.00,793515.00,53.50,35.50
192.168.20.43,52.212.160.211,2022-07-10,25643577.00,24,25643577.00,0.00,24.00,0.00
216.58.214.176,192.168.20.42,2022-07-10,1165.00,1,1165.00,0.00,1.00,0.00
192.168.20.10,129.250.35.251,2022-02-11,10773.00,5,10773.00,0.00,5.00,0.00
3.69.3.200,192.168.20.48,2022-07-10,22271.00,1,22271.00,0.00,1.00,0.00
192.168.20.43,52.84.177.20,2022-03-11,1104149.00,72,1104149.00,0.00,72.00,0.00
192.168.20.43,52.46.158.193,2022-03-11,460358.00,10,460358.00,0.00,10.00,0.00
192.168.20.48,157.175.241.61,2022-02-11,1197740.00,19,2882991.50,1685251.50,45.50,26.50
192.168.20.48,54.221.200.137,2022-03-11,40212580.00,1120,40212580.00,0.00,1120.00,0.00
216.58.209.234,192.168.20.42,2022-03-11,1548.00,3,1548.00,0.00,3.00,0.00
192.168.20.42,216.58.206.234,2022-03-11,23896124.00,67,23896124.00,0.00,67.00,0.00
13.244.248.70,192.168.20.48,2022-07-10,3613.00,3,3613.00,0.00,3.00,0.00
192.168.20.48,3.18.23.108,2022-03-11,2297937.00,52,2297937.00,0.00,52.00,0.00
192.168.20.43,54.211.145.128,2022-07-10,13522925475.00,597,8583213228.50,4939712246.50,378.50,218.50
52.46.137.137,192.168.20.43,2022-06-10,1437.00,3,12438.00,11001.00,5.50,2.50
192.168.20.43,3.232.127.207,2022-03-11,19909029.00,148,19909029.00,0.00,148.00,0.00
52.47.108.103,192.168.20.48,2022-07-10,6148.00,4,6148.00,0.00,4.00,0.00
216.58.214.78,192.168.20.42,2022-03-11,3064.00,2,3064.00,0.00,2.00,0.00
192.168.20.48,3.222.37.116,2022-03-11,6557082.00,137,6557082.00,0.00,137.00,0.00
192.168.20.48,18.214.151.92,2022-07-10,379235.00,26,379235.00,0.00,26.00,0.00
13.225.29.97,192.168.20.43,2022-03-11,6199.00,1,6199.00,0.00,1.00,0.00
192.168.20.43,54.208.221.42,2022-03-11,767337389.00,98,767337389.00,0.00,98.00,0.00
52.95.127.117,192.168.20.43,2022-03-11,1201.00,1,1201.00,0.00,1.00,0.00
72.21.195.82,192.168.20.43,2022-02-11,5138.00,1,5138.00,0.00,1.00,0.00
52.222.165.91,192.168.20.43,2022-03-11,159201.00,12,159201.00,0.00,12.00,0.00
192.168.20.43,151.101.1.16,2022-02-11,75545382.00,1785,37844260.50,37701121.50,912.00,873.00
192.168.20.43,52.46.128.81,2022-06-10,69916203.00,10,69916203.00,0.00,10.00,0.00
54.157.203.98,192.168.20.48,2022-03-11,413209.00,7,207544.50,205664.50,4.00,3.00
192.168.20.43,54.239.35.174,2022-02-11,168572.00,11,168572.00,0.00,11.00,0.00
52.46.137.138,192.168.20.43,2022-02-11,32484.00,3,32484.00,0.00,3.00,0.00
192.168.20.48,44.195.229.105,2022-03-11,2132305.00,69,2132305.00,0.00,69.00,0.00
192.168.20.43,54.239.27.116,2022-03-11,87228668.00,24,87228668.00,0.00,24.00,0.00
72.21.195.82,192.168.20.48,2022-03-11,249416.00,5,249416.00,0.00,5.00,0.00
13.49.17.198,192.168.20.48,2022-07-10,14027.00,5,8042.50,5984.50,3.00,2.00
192.168.20.43,35.173.37.37,2022-07-10,97500316.00,51,97500316.00,0.00,51.00,0.00
192.168.20.42,173.194.76.188,2022-03-11,82305730291.00,3354,82305730291.00,0.00,3354.00,0.00
34.195.175.66,192.168.20.48,2022-02-11,2273081.00,25,2552260.50,279179.50,38.50,13.50
192.168.20.43,239.255.255.250,2022-03-11,95140255.00,1191,51052466.00,44087789.00,619.50,571.50
192.168.20.43,209.54.177.117,2022-01-11,109165287.00,10,109165287.00,0.00,10.00,0.00
192.168.20.43,44.234.113.198,2022-02-11,16459271.00,56,128215563.00,111756292.00,165.00,109.00
192.168.20.43,52.216.140.44,2022-03-11,9853752.00,301,9853752.00,0.00,301.00,0.00
192.168.20.42,64.233.184.188,2022-07-10,3111084654.00,111,3968501611.50,857416957.50,139.00,28.00
192.168.20.43,209.54.177.114,2022-03-11,349082089.00,41,349082089.00,0.00,41.00,0.00
54.187.92.102,192.168.20.43,2022-02-11,1531.00,1,1531.00,0.00,1.00,0.00
18.166.109.196,192.168.20.48,2022-07-10,17308.00,4,17308.00,0.00,4.00,0.00
192.168.20.48,15.161.86.203,2022-03-11,1097524.00,54,1097524.00,0.00,54.00,0.00
192.168.20.43,44.198.224.47,2022-03-11,140247240.00,55,140247240.00,0.00,55.00,0.00
192.168.20.43,52.222.200.21,2022-03-11,459454.00,35,459454.00,0.00,35.00,0.00
192.168.20.43,52.94.219.88,2022-02-11,144782659.00,3,289167517.50,144384858.50,99.00,96.00
192.168.20.48,52.222.149.39,2022-02-11,106390.00,26,106390.00,0.00,26.00,0.00
54.242.245.104,192.168.20.48,2022-01-11,56286.00,2,56286.00,0.00,2.00,0.00
192.168.20.43,209.54.180.27,2022-02-11,73386176.00,21,73386176.00,0.00,21.00,0.00
192.168.20.48,52.119.198.101,2022-02-11,1228083.00,18,1228083.00,0.00,18.00,0.00
192.168.20.42,142.250.201.163,2022-03-11,410416210.00,206,410416210.00,0.00,206.00,0.00
16.163.233.23,192.168.20.48,2022-03-11,192587.00,4,192587.00,0.00,4.00,0.00
192.168.20.43,34.224.247.2,2022-07-10,449477511.00,56,334854507.00,114623004.00,42.00,14.00
192.168.20.48,52.46.149.29,2022-03-11,921289.00,17,921289.00,0.00,17.00,0.00
192.168.20.48,52.119.198.109,2022-02-11,3796312.00,37,3796312.00,0.00,37.00,0.00
192.168.20.43,209.54.180.25,2022-02-11,985703.00,22,985703.00,0.00,22.00,0.00
192.168.20.43,52.217.98.244,2022-03-11,8829166.00,317,8829166.00,0.00,317.00,0.00
3.6.255.210,192.168.20.48,2022-03-11,460981.00,5,460981.00,0.00,5.00,0.00
